Layer1, Layer2, Layer3, Layer4, Layer5, Correct/90, Accuracy, Loss
3000, 100, 1600, 3100, 1100, 50, 55.5555555556, 129.0
3000, 100, 1600, 3100, 1600, 52, 57.7777777778, 96.0
3000, 100, 1600, 3100, 1600, 50, 55.5555555556, 120.0
3000, 100, 1600, 3100, 1600, 45, 50.0, 148.0
3000, 100, 1600, 3100, 2100, 51, 56.6666666667, 129.0
3000, 100, 1600, 3100, 2100, 47, 52.2222222222, 132.0
3000, 100, 1600, 3100, 2100, 47, 52.2222222222, 132.0
3000, 100, 1600, 3100, 2600, 49, 54.4444444444, 118.0
3000, 100, 1600, 3100, 2600, 48, 53.3333333333, 140.0
3000, 100, 1600, 3100, 2600, 48, 53.3333333333, 128.0
3000, 100, 1600, 3100, 3100, 42, 46.6666666667, 159.0
3000, 100, 1600, 3100, 3100, 46, 51.1111111111, 129.0
3000, 100, 1600, 3100, 3100, 49, 54.4444444444, 114.0
3000, 100, 1600, 3100, 3600, 51, 56.6666666667, 108.0
3000, 100, 1600, 3100, 3600, 51, 56.6666666667, 112.0
3000, 100, 1600, 3100, 3600, 52, 57.7777777778, 115.0
3000, 100, 1600, 3600, 100, 56, 62.2222222222, 104.0
3000, 100, 1600, 3600, 100, 56, 62.2222222222, 106.0
3000, 100, 1600, 3600, 100, 51, 56.6666666667, 112.0
3000, 100, 1600, 3600, 600, 52, 57.7777777778, 118.0
3000, 100, 1600, 3600, 600, 53, 58.8888888889, 115.0
3000, 100, 1600, 3600, 600, 48, 53.3333333333, 128.0
3000, 100, 1600, 3600, 1100, 46, 51.1111111111, 122.0
3000, 100, 1600, 3600, 1100, 51, 56.6666666667, 120.0
3000, 100, 1600, 3600, 1100, 50, 55.5555555556, 128.0
3000, 100, 1600, 3600, 1600, 49, 54.4444444444, 118.0
3000, 100, 1600, 3600, 1600, 52, 57.7777777778, 103.0
3000, 100, 1600, 3600, 1600, 51, 56.6666666667, 101.0
3000, 100, 1600, 3600, 2100, 50, 55.5555555556, 122.0
3000, 100, 1600, 3600, 2100, 52, 57.7777777778, 108.0
3000, 100, 1600, 3600, 2100, 49, 54.4444444444, 135.0
3000, 100, 1600, 3600, 2600, 45, 50.0, 145.0
3000, 100, 1600, 3600, 2600, 48, 53.3333333333, 129.0
3000, 100, 1600, 3600, 2600, 51, 56.6666666667, 124.0
3000, 100, 1600, 3600, 3100, 53, 58.8888888889, 106.0
3000, 100, 1600, 3600, 3100, 51, 56.6666666667, 113.0
3000, 100, 1600, 3600, 3100, 49, 54.4444444444, 115.0
