F004,22.7212143580462,-122.67101954145485,-193.14077359458625,191.41625248250614,-77.76368436669533,-874.7137807664807,-180.31262572027723,-309.8979386455992,359.2636130885884,-710.3988787099995,-808.7522220464409,-384.2053992582204,397.19393010263275,-184.9134906675125,-872.9749416265406,-1906.540806898197,-409.0239461617805,458.968087219969,500.774143175738,916.217245897649
M005,21.74233959993249,-353.76431932012,-274.17300247015487,678.8560143976207,-103.0431456644585,2923.667483922378,-237.79999126311125,-574.0580529023924,-6678.954248906674,323.1497059512227,3719.4787638184516,289.50667058283545,-167.98657865021016,276.1588531609142,-358.0791118580741,-142.7981362063385,-15471.619800268678,-488.04178305365315,-172.50632424136575,448.4974312338598
M002,21.43511097567518,-164.76126095712274,-1371.443513575904,397.8831396286943,-96.47189448600862,-32488.09804161967,-157.6252012895229,-712.6875203608719,-551.2883822197998,-1070.1942398978535,34784.76643515105,-257.2895157123013,-382.6582131584722,-1236.256517684676,-122.05788472539906,-1466.2638092647614,-181.7758174531623,-185.09303271518394,-394.88759151959954,-348.4967424355141
M003,22.999166485762693,-82.5697216447348,-137.35370219831722,624.3908013242676,-109.87709477642882,17441.664670606526,-217.66199506221628,-517.5354254187874,-935.5911833468099,201.696246583681,-388.2389073583437,-675.3739696331606,-662.2942762850729,543.3637499157703,-1237.0086168941443,-263.9379705499098,-8739.182991541476,-252.50013434468772,6955.906929384118,31423.195944092855
M004,21.263448916901417,-122.06595150314985,-105.6987844556762,109.89587075574734,-84.60027726432531,-17910.877392482893,-251.8829866684111,-138.9816271042203,176.43002483412013,-234.79286402625362,148.6507039116931,1000.1764814103278,-178.00154260882223,121.62935145834481,-203.12389115608528,-298.14987612214037,1658.327371215467,3591.836487018875,-226.26195633934643,214.873371189405
F003,21.129533431750392,294.0147830397691,-233.90407013389458,1524.2017506222362,-100.7651215119858,-2173.7244065911314,-102.13755618127213,-236.86063556658382,-655.9366620739199,-279.4167746044353,-203.60052703618896,-1015.1753233238774,23468.28238708245,637.7859315371152,-596.8518781874376,278.1594102603333,1026.5037843237974,201.1210831070914,316.07089266236403,240.06309060380752
M001,28.13502321502787,-148.8855577467276,-1585.1982577285505,283.46222180539564,-148.5252467506174,150331.28745831217,-264.62500047943604,-559.2203889332094,-2100.5516557054702,496.5004471991517,3226.830583528474,199.34424136335943,-327.51326428839843,167.42851156786202,-419.38654236977146,-204.41436140537036,-1138.7682942568028,-269.4273152024027,-176.40313315686063,688.0121135852701
F002,29.707180251087294,-93.46879825786776,-181.27083227508172,313.30599302937145,-103.08364370652905,466.6332136110273,-180.94740541052204,-432.5850773724254,1665.3861201013235,-684.3485003083414,-213.85218829626461,-321.20933985841185,-2085.974207493295,-317.1395261513416,-571.8089245477772,13600.472677874368,-2601.411690084151,1351.6547996827867,214.33889498386344,866.2616869848387
F001,19.4522808304815,-139.7780700370832,-324.96950391924906,284.3244852843245,-110.65875656144983,-1065.9536297614945,-358.3884276219377,-259.75321965528656,-479.27308614614805,1656.8491384159443,-760.2765466771608,-406.79992327286413,-3778.803124902519,986.2987363680213,-206.7563945516144,413.3606131760371,-3219.200541507333,1521.6520254296754,200.34975542820064,3755.990829411923
F005,15.702846012219796,-1813.0912553272588,3112.2669470071914,935.3999444695432,-122.92884173397749,-709.7450284676953,-99.04312009438327,-176.05544267606106,-191.9800366407447,-1006.7363573368517,-242.86769433834831,-156.83292284959393,4280.849405581215,-180.21988660830718,-424.13182759830016,5014.726759466563,-1119.8599332450576,284.77788543478516,432.591673492519,513.3613443429126
